image,caption,caption-ja
1087539207_9f77ab3aaf.jpg,A family playing on a tractor on a beautiful day,美しい日にトラクターで遊んでいる家族
1087539207_9f77ab3aaf.jpg,Children ride a tractor in a field .,子供たちは畑でトラクターに乗る。
1087539207_9f77ab3aaf.jpg,Several children playing on a Polaris vehicle outdoors .,屋外でポラリスの乗り物で遊んでいる数人の子供たち。
1087539207_9f77ab3aaf.jpg,The children played on the four wheeler in the field .,子供たちは野原の四輪車で遊んだ。
1087539207_9f77ab3aaf.jpg,The four kids are riding on an ATV in a field .,四人の子供は野原でATVに乗っている。
1088767354_2acee738cf.jpg,A woman in a red costume to the left of a man and woman standing together .,一緒に立っている男女の左側に赤い衣装を着た女性。
1088767354_2acee738cf.jpg,A woman wearing a red costume looks at two other people standing on a street .,赤い衣装を着た女性が、通りに立っている他の二人を見ている。
1088767354_2acee738cf.jpg,A young woman in a red sequined costume and feather stands on the sidewalk .,赤いスパンコールのついた衣装と羽を着た若い女性が歩道に立っています。
1088767354_2acee738cf.jpg,The girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .,サーモン色のビキニを着た女の子が二人の若者の隣に立っている。一人は黒い服を着て、もう一人はポップを飲んでいる。
1088767354_2acee738cf.jpg,Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .,赤いビキニを着た華やかな若い女性と赤い羽毛のあるヘッドレスが2人の若者に近づいています。
108898978_7713be88fc.jpg,Skiiers walking up the hill through a forest .,森の中を丘を登るスキーヤー。
108898978_7713be88fc.jpg,Two men are skiing in the snow in a wooded area .,二人の男が樹木が茂ったエリアで雪の中でスキーをしている。
108898978_7713be88fc.jpg,Two people wearing yellow jackets cross-country skiing .,クロスカントリースキーでイエロージャケットを着た二人。
108898978_7713be88fc.jpg,Two skiers are making their way through woodland .,2人のスキーヤーが森の中を進んでいます。
108898978_7713be88fc.jpg,Two skiers are sliding down a trail in the woods .,二人のスキーヤーが森の中のトレイルを滑り降りている。
108899015_bf36131a57.jpg,A lone skier is making their way up a mountain .,一人のスキーヤーが山を登っている。
108899015_bf36131a57.jpg,Skiiers at the top of a snow covered hill .,雪に覆われた丘の頂上にいるスキーヤー。
108899015_bf36131a57.jpg,Two hikers climbing a snowy hill .,雪に覆われた丘を登る2人のハイカー。
108899015_bf36131a57.jpg,Two people are on a snow-covered mountain .,雪に覆われた山に二人がいる。
108899015_bf36131a57.jpg,Two people climbing up a snowy mountain .,雪山に登る二人。
1089181217_ee1167f7af.jpg,a brown dog running down a paved pathway,舗装された小道を走る茶色の犬
1089181217_ee1167f7af.jpg,A brown dog running next to grass .,草の横を走る茶色の犬。
1089181217_ee1167f7af.jpg,A dog is running down a road .,犬が道を走っている。
1089181217_ee1167f7af.jpg,A light brown dog runs down a path happily .,薄茶色の犬が楽しく道を走ります。
1089181217_ee1167f7af.jpg,Energetic brown dog running,エネルギッシュな茶色の犬が走っています
1089755335_0bfbfd30e6.jpg,A mother and children is fishing on a boardwalk at night .,夜、母子が遊歩道で釣りをしている。
1089755335_0bfbfd30e6.jpg,A woman and three children stand on a deck with a fishing pole .,女性と3人の子供が釣り竿のあるデッキに立つ。
1089755335_0bfbfd30e6.jpg,A woman stands with children on a boardwalk at night overlooking the sea .,夜、海を見下ろす遊歩道に子供と一緒に立っている女性。
1089755335_0bfbfd30e6.jpg,Some people on a pier at night with one girl fishing off it .,夜に桟橋で一人の女の子が釣りをしている人がいる.
1089755335_0bfbfd30e6.jpg,Woman with three children fishing over boardwalk in the evening .,夕方、遊歩道で釣りをしている3人の子供を持つ女性。
109202756_b97fcdc62c.jpg,A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .,青いジャケットとブルージーンズを着た女性が、凍った湖と雪に覆われた山の近くで茶色の馬に乗る。
109202756_b97fcdc62c.jpg,A woman in a blue jacket rides a brown pony near water .,青いジャケットを着た女性が水辺の茶色のポニーに乗る。
109202756_b97fcdc62c.jpg,A woman rides a horse near a frozen lake in the wintertime .,冬に凍った湖の近くで女性が馬に乗る。
109202756_b97fcdc62c.jpg,A young blond woman sitting atop a brown draft horse in the snowy mountains .,雪山で茶色のドラフト馬の上に座っている若い金髪の女性。
109202756_b97fcdc62c.jpg,Woman n blue jacket sits on daft horse near a frozen lake .,青いジャケットを着た女性は、凍った湖の近くのダフトホースに座っています。
109202801_c6381eef15.jpg,Two draft horses pull a cart through the snow .,2頭のドラフト馬が雪の中をカートを引っ張る。
109202801_c6381eef15.jpg,Two golden brown horses pull a sleigh driven by a woman in a blue coat .,2頭の金色の茶色の馬が、青いコートを着た女性が運転するそりを引っ張る。
109202801_c6381eef15.jpg,Two horses are pulling a woman in a cart .,二頭の馬がカートで女性を引っ張っている。
109202801_c6381eef15.jpg,Two horses pull a carriage driven by a woman over snow covered ground .,雪に覆われた地面の上で、女性が運転する馬車を2頭の馬が引っ張る。
109202801_c6381eef15.jpg,Two horses pulling a sled steered by a smiling blond woman .,笑顔の金髪の女性が操縦するそりを引っ張る2頭の馬。
109260216_85b0be5378.jpg,A person climbing down a sheer rock cliff using a rope,ロープを使って切り立った岩の崖を登る人
109260216_85b0be5378.jpg,"A person climbs a tall , flat mountain while holding onto a safety rope .",人は安全ロープを握りながら、高く平らな山に登ります。
109260216_85b0be5378.jpg,A person is climbing a rock while holding onto a white rope .,人が白いロープを握りながら岩を登っている。
109260216_85b0be5378.jpg,A person rappels down a steep incline .,人が急な坂を下って懸垂下降する。
109260216_85b0be5378.jpg,A person wearing a red vest climbs up a steep rock .,赤いベストを着た人が急な岩を登る。
109260218_fca831f933.jpg,People stand inside a rock dome .,人々は岩のドームの中に立っています。
109260218_fca831f933.jpg,Shaft of light in a cave shows three spelunkers,洞窟の中の光の軸には3人の洞窟探検家が見える
109260218_fca831f933.jpg,Spelunkers pose inside a rock cavern while bathed in sunlight from the surface .,洞窟探検家は、水面からの日光を浴びながら岩の洞窟の中でポーズをとる。
109260218_fca831f933.jpg,three people sit in a cave .,三人が洞窟に座っている。
109260218_fca831f933.jpg,Three rock climbers are posing on big rocks .,3人のロッククライマーが大きな岩の上でポーズをとっています。
1093716555_801aacef79.jpg,a group of backpackers lay on the dry ground .,バックパッカーのグループが乾いた地面に横たわっていました。
1093716555_801aacef79.jpg,A group of hikers are resting on the ground in front of some mountains .,ハイカーのグループがいくつかの山の前の地面で休んでいます。
1093716555_801aacef79.jpg,People camp with the mountains in the background .,人々は山を背景にしてキャンプします。
1093716555_801aacef79.jpg,Several hikers rest with their gear in front of a mountain .,何人かのハイカーが山の前でギアを持って休んでいます。
1093716555_801aacef79.jpg,The group of hikers is resting in front of a mountain .,ハイカーのグループは山の前で休んでいます。
1093737381_b313cd49ff.jpg,A woman in a blue dress stands with a chalk portrait of two children playing by a stream .,青いドレスを着た女性が、小川のそばで遊んでいる2人の子供のチョークの肖像画を持って立っています。
1093737381_b313cd49ff.jpg,A woman standing in front of a chalk drawing,チョーク画の前に立つ女性
1093737381_b313cd49ff.jpg,A woman stands next to a chalk drawing in front of a barn-like structure .,納屋のような構造物の前に描かれたチョークの横に立つ女性。
1093737381_b313cd49ff.jpg,A woman stands outside near an elaborate chalk illustration .,精巧なチョークイラストの近くに立つ女性。
1093737381_b313cd49ff.jpg,A woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .,青いドレスを着た女性が、歩道のチョークで歩道に男の子と女の子の絵を描いている。
1094462889_f9966dafa6.jpg,A brown dog plays in a deep pile of snow .,茶色の犬が雪の深い山で遊んでいます。
1094462889_f9966dafa6.jpg,A dog looking at the camera in snow .,雪の中でカメラを見ている犬。
1094462889_f9966dafa6.jpg,a dog runs through the snow .,犬が雪の中を走る。
1094462889_f9966dafa6.jpg,A tan dog stand in the snow and looks up .,日焼けした犬が雪の中に立って見上げる。
1094462889_f9966dafa6.jpg,The brown dog is out in the snow .,茶色の犬が雪の中に出ている。
1095476286_87d4f8664e.jpg,A boy jumping in a fountain .,噴水に飛び込む少年。
1095476286_87d4f8664e.jpg,a boy plays in the fountains .,男の子が噴水で遊んでいます。
1095476286_87d4f8664e.jpg,A child plays in a fountain .,子供が噴水で遊ぶ。
1095476286_87d4f8664e.jpg,A little boy playing in the water .,水遊びをしている小さな男の子。
1095476286_87d4f8664e.jpg,A young boy is jumping through water being sprayed up from the ground .,少年が地面から吹き付けられている水を飛び越えている。
1095580424_76f0aa8a3e.jpg,A Corgi runs out of a tunnel .,コーギーがトンネルを使い果たした。
1095580424_76f0aa8a3e.jpg,A dog runs out of a tunnel on a course .,犬がコースでトンネルを駆け抜ける。
1095580424_76f0aa8a3e.jpg,Dog running out of tunnel on obstacle course,障害物コースでトンネルを駆け抜ける犬
1095580424_76f0aa8a3e.jpg,The dog is running out of the tunnel on a dog obedience course .,犬は犬の服従コースでトンネルを使い果たしています。
1095580424_76f0aa8a3e.jpg,The small brown and white dog is running out of a small tunnel .,茶色と白の小さな犬が小さなトンネルを使い果たしています。
1095590286_c654f7e5a9.jpg,A blond dog and a black and white dog run in a dirt field .,金髪の犬と白黒の犬がダートフィールドを走っています。
1095590286_c654f7e5a9.jpg,a dog chases another dog .,犬が別の犬を追いかける。
1095590286_c654f7e5a9.jpg,A yellow dog and a black and white dog are running in the dirt .,黄色い犬と黒と白の犬が土の中を走っています。
1095590286_c654f7e5a9.jpg,Two dogs are running in a field .,二匹の犬が野原を走っている。
1095590286_c654f7e5a9.jpg,two dogs running around,走り回る二匹の犬
1095980313_3c94799968.jpg,A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .,青い水着を着た少女が、砂浜の隣の木製のフェンスに沿って歩いている。
1095980313_3c94799968.jpg,A little girl with arms outstretched is posing at the beach .,腕を伸ばした少女がビーチでポーズをとっている。
1095980313_3c94799968.jpg,A young girl walks on a railing in front of the beach .,若い女の子がビーチの前にある手すりを歩いています。
1095980313_3c94799968.jpg,Little girl in blue swimsuit standing on a handrail near a beach .,ビーチ近くの手すりに立っている青い水着姿の少女。
1095980313_3c94799968.jpg,The little girl in the blue bathing suit is posing at the beach .,青い水着を着た少女がビーチでポーズをとっている。
1096097967_ac305887b4.jpg,A black and white dog drinking water from a water spray .,水しぶきから水を飲む黒と白の犬。
1096097967_ac305887b4.jpg,A black and white dog is being soaked with a jet of water in a blue paddling pool .,黒と白の犬が青いパドリングプールで水の噴流に浸されています。
1096097967_ac305887b4.jpg,A dog sticking its face into the shower from a garden hose .,庭のホースからシャワーに顔を突き刺す犬。
1096097967_ac305887b4.jpg,A small white dog gets sprayed by water,小さな白い犬が水を噴霧される
1096097967_ac305887b4.jpg,A white and black dog is jumping into a pool .,白と黒の犬がプールに飛び込んでいる。
1096165011_cc5eb16aa6.jpg,a boy smiles underwater .,男の子が水中で微笑む。
1096165011_cc5eb16aa6.jpg,A red-headed boy swimming underwater .,水中で泳いでいる赤毛の少年。
1096165011_cc5eb16aa6.jpg,A small boy swimming underwater,水中で泳いでいる小さな男の子
1096165011_cc5eb16aa6.jpg,A smiling boy swims underwater in a pool .,笑顔の男の子がプールで水中を泳いでいる。
1096165011_cc5eb16aa6.jpg,The boys smiles underwater at the pool .,少年たちはプールで水中で微笑む。
1096395242_fc69f0ae5a.jpg,A boy with a toy gun .,おもちゃの銃を持った少年。
1096395242_fc69f0ae5a.jpg,A little boy in orange shorts playing with a toy .,オレンジ色のショートパンツを着た小さな男の子がおもちゃで遊んでいます。
1096395242_fc69f0ae5a.jpg,A young boy with his foot outstretched aims a toy at the camera in front of a fireplace .,足を伸ばした少年が、暖炉の前のカメラにおもちゃを向ける。
1096395242_fc69f0ae5a.jpg,A young child plays with his new light-up toy .,幼い子供が新しいライトアップおもちゃで遊んでいます。
1096395242_fc69f0ae5a.jpg,Boy with toy gun pointed at the camera .,おもちゃの銃を持った少年がカメラを指さした。
109671650_f7bbc297fa.jpg,A boy in yellow shorts is standing on top of a cliff .,黄色いショートパンツを着た男の子が崖の上に立っている。
109671650_f7bbc297fa.jpg,A boy wearing blue and yellow walking on a cliff edge .,崖の端を歩いている青と黄色の服を着た少年。
109671650_f7bbc297fa.jpg,A little boy standing high in the air on a rock .,岩の上に空高く立っている小さな男の子。
109671650_f7bbc297fa.jpg,A young child is standing alone on some jagged rocks .,幼い子供がギザギザの岩の上に一人で立っている。
109671650_f7bbc297fa.jpg,Child stands near edge of cliff .,子供は崖の端近くに立つ。
109738763_90541ef30d.jpg,A person on a snowmobile in mid jump .,ジャンプの途中でスノーモービルに乗っている人。
109738763_90541ef30d.jpg,A snowmobiler flies through the air .,スノーモービルが空を飛ぶ。
109738763_90541ef30d.jpg,A snowmobile rider flies through the air on his or her machine in front of tall pine trees .,スノーモービルのライダーは、背の高い松の木の前で自分のマシンで空中を飛ぶ。
109738763_90541ef30d.jpg,Rider jumps snowmobile high in rural area .,ライダーは田舎でスノーモービルを高くジャンプします。
109738763_90541ef30d.jpg,The man is up in the air .,その男は空中にいる。
109738916_236dc456ac.jpg,People are riding around on snowmobiles .,人々はスノーモービルで走り回っています。
109738916_236dc456ac.jpg,People pose with helmets and goggles on while riding snowmobiles .,スノーモービルに乗っている間、人々はヘルメットとゴーグルをかぶってポーズをとります。
109738916_236dc456ac.jpg,Several people are taking a break while on a snowmobiling ride .,スノーモービルに乗っている間、何人かの人々が休憩しています。
109738916_236dc456ac.jpg,Three people and two snowmobiles .,三人とスノーモービル二つ。
109738916_236dc456ac.jpg,Two helmeted men sit on yellow snowmobiles while another man stands behind watching .,ヘルメットをかぶった2人の男性が黄色いスノーモービルの上に座り、別の男性が後ろに立って見ています。
109823394_83fcb735e1.jpg,Three people drive ATVs .,三人でATVを運転する。
109823394_83fcb735e1.jpg,Three people on ATVs in a brown field turn their heads to look at the camera .,茶色の野原でATVに乗っている3人が頭を向けてカメラを見る。
109823394_83fcb735e1.jpg,Three people on ATV 's outside .,ATVの外に三人乗ってる
109823394_83fcb735e1.jpg,three people on four wheel ATV 's in a field .,四輪バギーの三人が野原にいる。
109823394_83fcb735e1.jpg,Three people ride their four wheelers through the field .,三人が四輪車に乗って畑を駆け抜ける。
109823395_6fb423a90f.jpg,A four wheeler jumping in an empty field .,空のフィールドでジャンプする四輪車。
109823395_6fb423a90f.jpg,A man on a four wheeler is flying through the air .,四輪車に乗った男が空を飛んでいる。
109823395_6fb423a90f.jpg,A person is riding an orange ATV in a large empty field .,人が大きな空の野原でオレンジ色のATVに乗っている。
109823395_6fb423a90f.jpg,Man jumping with all terrain vehicle,全地形対応車でジャンプする男
109823395_6fb423a90f.jpg,Man on an ATV catching air !,空気をキャッチするATVの男！
109823397_e35154645f.jpg,A man jumps gin the air while riding an ATV,ATVに乗っている間に男が空を飛び跳ねる
109823397_e35154645f.jpg,A man on a four-wheeler jumps near a small building .,四輪車に乗った男が小さな建物の近くでジャンプする。
109823397_e35154645f.jpg,An ATV is airborne over a field in front of a white structure .,ATVは、白い構造物の前のフィールド上を空中に浮遊しています。
109823397_e35154645f.jpg,A person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .,黄褐色のジャケットを着た人が、小さな建物の前にある収穫されたトウモロコシ畑の上をクワッドを飛び越えます。
109823397_e35154645f.jpg,Man on four wheeler in the air .,空中の四輪車の男。
1100214449_d10861e633.jpg,A boy in s striped shirt is jumping in front of a water fountain .,縞模様のシャツを着た男の子が噴水の前でジャンプしている。
1100214449_d10861e633.jpg,A boy is jumping off the side of a running stone water fountain in front of a building .,男の子が建物の前にある石造りの噴水の横から飛び降りている。
1100214449_d10861e633.jpg,A happy boy is jumping in front OD city fountain .,幸せな男の子がOD市の噴水の前でジャンプしています。
1100214449_d10861e633.jpg,A little boy is jumping in front of a fountain .,小さな男の子が噴水の前でジャンプしている。
1100214449_d10861e633.jpg,A little boy is playfully jumping off the side of a fountain .,小さな男の子がふざけて噴水の横から飛び降りている。
1104133405_c04a00707f.jpg,A boy carrying a soccer ball .,サッカーボールを運ぶ少年。
1104133405_c04a00707f.jpg,A boy walks with a ball tucked under his arm .,男の子がボールを腕の下に押し込んで歩く。
1104133405_c04a00707f.jpg,A boy walks with a soccer ball near a fence .,男の子がフェンスの近くでサッカーボールを持って歩く。
1104133405_c04a00707f.jpg,A boy wearing a white t-shirt walks on the grass and carries a soccer ball .,白いTシャツを着た男の子が芝生の上を歩き、サッカーボールを運ぶ。
1104133405_c04a00707f.jpg,Small boy carries a soccer ball on a field .,小さな男の子がサッカーボールをフィールドで運ぶ。
1105959054_9c3a738096.jpg,A child painting a picture .,絵を描いている子供。
1105959054_9c3a738096.jpg,An artist paints clouds onto a canvas .,アーティストがキャンバスに雲を描きます。
1105959054_9c3a738096.jpg,A young girl painting a picture .,絵を描いている若い女の子。
1105959054_9c3a738096.jpg,A young girl with braids is painting with water colors on a white paper on the wall .,三つ編みの若い女の子が壁の白い紙に水彩絵の具で絵を描いている。
1105959054_9c3a738096.jpg,The child paints on a large paper with water colors .,子供は大きな紙に水彩絵の具を塗ります。
110595925_f3395c8bd6.jpg,A cyclist is riding a bicycle on a curved road up a hill .,サイクリストが丘の上の曲がりくねった道を自転車に乗っている。
110595925_f3395c8bd6.jpg,A man in aerodynamic gear riding a bicycle down a road around a sharp curve .,急なカーブを走る道路を自転車で走る空力ギアの男性。
110595925_f3395c8bd6.jpg,A man on a mountain bike is pedaling up a hill .,マウンテンバイクに乗った男が丘をペダルを漕いでいる。
110595925_f3395c8bd6.jpg,"Man bicycle up a road , while cows graze on a hill nearby .",男は自転車で道路を登り、牛は近くの丘で放牧する。
110595925_f3395c8bd6.jpg,The biker is riding around a curve in the road .,バイカーは道路のカーブを走っています。
1107246521_d16a476380.jpg,a black dog jumping to catch a rope toy,ロープのおもちゃを捕まえるためにジャンプする黒い犬
1107246521_d16a476380.jpg,A black dog playing fetch with a ball of rope .,ロープの玉でフェッチをしている黒い犬。
1107246521_d16a476380.jpg,A black dog pounces to get a rope toy .,黒い犬がロープのおもちゃを手に入れるために襲い掛かる。
1107246521_d16a476380.jpg,A black dog running after his rope toy .,ロープのおもちゃを追いかけている黒い犬。
1107246521_d16a476380.jpg,A large black dog is playing in a grassy yard .,大きな黒い犬が芝生の庭で遊んでいます。
1107471216_4336c9b328.jpg,A little girl is holding a cine camera in front of her face .,小さな女の子が顔の前にシネカメラを持っています。
1107471216_4336c9b328.jpg,A young girl is looking through an old fashioned video camera .,若い女の子が昔ながらのビデオカメラを通して見ています。
1107471216_4336c9b328.jpg,A young girl steadies her aim with a camera,若い女の子がカメラで狙いを定める
1107471216_4336c9b328.jpg,Girl with rosy cheeks and lips holding black toy gun .,黒いおもちゃの銃を持ったバラ色の頬と唇を持つ少女。
1107471216_4336c9b328.jpg,There is a kid with a gun .,銃を持った子供がいる。
1110208841_5bb6806afe.jpg,A black and white Border Collie catches a Frisbee in front of an audience .,黒と白のボーダーコリーが観客の前でフリスビーを捕まえる。
1110208841_5bb6806afe.jpg,a brown and white dog catches a Frisbee in it mouth in front of a group of people .,茶色と白の犬は、人々のグループの前で口の中でフリスビーを捕まえます。
1110208841_5bb6806afe.jpg,A brown and white dug jumping up to catch a Frisbee while an audience watches .,観客が見ている間、茶色と白の掘り出し物がフリスビーを捕まえるために飛び上がる。
1110208841_5bb6806afe.jpg,"A dog jumps to catch a Frisbee , while many people watch .",多くの人が見ている間、犬はフリスビーを捕まえるためにジャンプします。
1110208841_5bb6806afe.jpg,An agile dog catches a Frisbee while a crowd of onlookers watches closely .,機敏な犬がフリスビーを捕まえ、見物人の群衆が注意深く見守っています。
1112212364_0c48235fc2.jpg,A baby is sitting on and playing with smooth rocks .,赤ちゃんが座って、なめらかな岩で遊んでいます。
1112212364_0c48235fc2.jpg,A baby is stacking rocks on the beach .,赤ちゃんが浜辺に岩を積み上げている。
1112212364_0c48235fc2.jpg,A small boy is playing with rocks,小さな男の子が岩で遊んでいる
1112212364_0c48235fc2.jpg,A toddler sitting on a pile of rocks holding a rock at a beach .,ビーチで岩を持って岩の山に座っている幼児。
1112212364_0c48235fc2.jpg,Toddler sits on a pile of rocks .,幼児は岩の山の上に座っています。
111497985_38e9f88856.jpg,A kid rock climbing against the backdrop of a green valley,緑の谷を背景にロッククライミングする子供
111497985_38e9f88856.jpg,A woman in a striped shirt climbs up a mountain .,縞模様のシャツを着た女性が山に登る。
111497985_38e9f88856.jpg,A young man climbs a rocky hill .,若い男が岩だらけの丘を登る。
111497985_38e9f88856.jpg,The person has a striped shirt on and is holding on to a rope on a mountain .,人は縞模様のシャツを着て、山でロープを握っています。
111497985_38e9f88856.jpg,The person in the striped shirt is mountain climbing .,ストライプのシャツを着た人は登山中です。
111537217_082a4ba060.jpg,A man climbing a rock wall,岩壁を登る男
111537217_082a4ba060.jpg,A man climbing the side of a cliff .,崖の脇を登る男。
111537217_082a4ba060.jpg,A man is rock climbing .,男がロッククライミングをしている。
111537217_082a4ba060.jpg,"Man with red shoes , white shirt and grey pants climbing .",赤い靴、白いシャツ、灰色のズボンを着た男が登る。
111537217_082a4ba060.jpg,The young man with the white t-shirt and jeans is rappeling up the rock wall .,白いTシャツとジーンズを着た若者が岩壁を懸垂下降している。
111537222_07e56d5a30.jpg,A climber wearing a blue helmet and headlamp is attached to a rope on the rock face .,青いヘルメットとヘッドランプを身に着けているクライマーは、岩面のロープに取り付けられています。
111537222_07e56d5a30.jpg,A man climbs a rocky wall .,岩だらけの壁を登る男。
111537222_07e56d5a30.jpg,a rock climber climbs a large rock .,ロッククライマーが大きな岩を登る。
111537222_07e56d5a30.jpg,A woman in purple snakeskin pants climbs a rock .,紫色のスネークスキンのズボンを着た女性が岩に登る。
111537222_07e56d5a30.jpg,Person with blue helmet and purple pants is rock climbing .,青いヘルメットと紫色のズボンを着た人はロッククライミングです
1115565519_d976d4b1f1.jpg,A child playing with a fountain at the beach .,ビーチで噴水で遊んでいる子供。
1115565519_d976d4b1f1.jpg,A child plays with a fountain .,子供が噴水で遊ぶ。
1115565519_d976d4b1f1.jpg,A girl looks at a fountain that sprays water .,女の子が水を噴き出す噴水を見る。
1115565519_d976d4b1f1.jpg,A little girl playing in water on a frog sculpture .,カエルの彫刻の上で水遊びをしている少女。
1115565519_d976d4b1f1.jpg,The little girl is playing with a toy in a public fountain .,その少女は公共の噴水でおもちゃで遊んでいる。
1115679311_245eff2f4b.jpg,A black dog is jumping over a log along a beach .,黒い犬がビーチに沿って丸太を飛び越えています。
1115679311_245eff2f4b.jpg,A black dog runs along the beach and jumps over a wood barrior .,黒い犬が浜辺を走り、木の障壁を飛び越えます。
1115679311_245eff2f4b.jpg,A dog is running on the beach .,犬が浜辺を走っている。
1115679311_245eff2f4b.jpg,a dog jumping over a small wall at a beach near the water .,水辺のビーチで小さな壁を飛び越える犬。
1115679311_245eff2f4b.jpg,An animal is running on the beach .,動物が浜辺を走っている。
111766423_4522d36e56.jpg,A black and white bird eating seeds out of someone 's hand,人の手から種を食べる黒と白の鳥
111766423_4522d36e56.jpg,A black and white bird standing on a hand .,手に立っている黒と白の鳥。
111766423_4522d36e56.jpg,A small bird sits in a person 's hand and eats seeds .,小さな鳥が人の手に座って種を食べる。
111766423_4522d36e56.jpg,Black and white bird standing on hand of someone holding sunflower seeds,ヒマワリの種を持っている人の手に立っている黒と白の鳥
111766423_4522d36e56.jpg,The small bird is clinging to a finger of the hand holding the seeds .,小鳥は種を持っている手の指にしがみついている。
1117972841_2b9261f95f.jpg,A brown dog is running in the sand .,茶色の犬が砂の中を走っています。
1117972841_2b9261f95f.jpg,A brown dog playing in the sand .,砂浜で遊んでいる茶色の犬。
1117972841_2b9261f95f.jpg,A brown dog plays at the beach .,茶色の犬がビーチで遊んでいます。
1117972841_2b9261f95f.jpg,A dog is standing in the sand .,犬が砂の中に立っている。
1117972841_2b9261f95f.jpg,A dog running fast in the sand .,砂の中を速く走る犬。
1118557877_736f339752.jpg,A little boy stands in the surf .,小さな男の子がサーフィンに立っている。
1118557877_736f339752.jpg,A small child wades through the water while being guided by another person .,小さな子供が他の人に案内されながら水の中を歩く。
1118557877_736f339752.jpg,A young boy laughs while splashing in the ocean .,若い男の子が海で水しぶきを上げながら笑う。
1118557877_736f339752.jpg,a young boy wearing a colorful bathing suit splashing in the ocean,海で水しぶきを上げるカラフルな水着を着た少年
1118557877_736f339752.jpg,A young child splashing in water .,水にはねかける幼い子供。
1119015538_e8e796281e.jpg,A little tan dog with large ears running through the grass .,大きな耳を持つ小さな日焼けした犬が草の中を走っています。
1119015538_e8e796281e.jpg,A playful dog is running through the grass .,遊び心のある犬が芝生の中を走っています。
1119015538_e8e796281e.jpg,A small dogs ears stick up as it runs in the grass .,芝生の中を走るとき、小型犬の耳が突き出ています。
1119015538_e8e796281e.jpg,The small dog is running across the lawn .,小さな犬が芝生の上を走っている。
1119015538_e8e796281e.jpg,this is a small beige dog running through a grassy field,これは草原を走る小さなベージュの犬です
1119418776_58e4b93eac.jpg,A black and white dog is running through the field .,黒と白の犬が野原を走っています。
1119418776_58e4b93eac.jpg,"A black , brown and white dog running through a field .",野原を走る黒、茶、白の犬。
1119418776_58e4b93eac.jpg,"A brown , black and white dog is running through a large field with its mouth open .",茶色、黒、白の犬が口を開けたまま広い野原を走っています。
1119418776_58e4b93eac.jpg,A dog running in a field .,野原を走っている犬。
1119418776_58e4b93eac.jpg,A dog with its mouth open running through a field torwards the camera .,口を開けた犬が野原を駆け抜けてカメラに向かって走っている。
1119463452_69d4eecd08.jpg,A girl in a pink swimsuit in a pool,プールでピンクの水着を着た女の子
1119463452_69d4eecd08.jpg,A girl swimming in a pool .,プールで泳いでいる女の子。
1119463452_69d4eecd08.jpg,A little girl in a pink bathing suit swimming in a pool .,プールで泳いでいるピンクの水着姿の少女。
1119463452_69d4eecd08.jpg,A little girl swimming in a pool .,プールで泳いでいる少女。
1119463452_69d4eecd08.jpg,Smiling little girl swimming in outdoor pool .,屋外プールで泳いでいる笑顔の少女。
1121416483_c7902d0d49.jpg,A child is standing on her head .,子供が頭の上に立っている。
1121416483_c7902d0d49.jpg,A little girl standing on her head .,頭の上に立っている小さな女の子。
1121416483_c7902d0d49.jpg,A small child doing a handstand on a bed .,ベッドの上で逆立ちをしている小さな子供。
1121416483_c7902d0d49.jpg,A young girl does a handstand on a bed with blue sheets .,若い女の子が青いシーツでベッドの上で逆立ちをする。
1121416483_c7902d0d49.jpg,The girl is upside down on a bed,女の子がベッドの上で逆さまになっている
112178718_87270d9b4d.jpg,A guy stands in the sand with a snowboard behind him .,男が砂の上に立ち、スノーボードを後ろに持っている。
112178718_87270d9b4d.jpg,A man holds a surfboard on the beach .,男がビーチでサーフボードを握っている。
112178718_87270d9b4d.jpg,a man holds his snowboard in the sand .,男がスノーボードを砂に抱えている。
112178718_87270d9b4d.jpg,A man with his surfboard stands in the sand .,サーフボードを持った男が砂の上に立っている。
112178718_87270d9b4d.jpg,Man is standing on white sand and holding a snowboard .,男は白い砂の上に立って、スノーボードを持っています。
112243673_fd68255217.jpg,People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .,ATVやダートバイクに乗っている人は、木々に囲まれた野原のすり減った道を旅しています。
112243673_fd68255217.jpg,Three people are riding around on ATV 's and motorcycles .,三人で四輪バギーとバイクに乗っている。
112243673_fd68255217.jpg,Three people on motorbikes follow a trail through dry grass .,バイクに乗った3人が乾いた草の中をトレイルをたどります。
112243673_fd68255217.jpg,Three people on two dirt-bikes and one four-wheeler are riding through brown grass .,2台のダートバイクに乗った3人と四輪車が茶色の芝生の中を走っています。
112243673_fd68255217.jpg,Three people ride off-road bikes through a field surrounded by trees .,木々に囲まれた野原を3人でオフロードバイクに乗る。
1122944218_8eb3607403.jpg,A baby in a white garment holds a flag with crescent moon and star .,白い服を着た赤ちゃんは、三日月と星の旗を持っています。
